Name,Variation,Color 1,Color 2,Source,Seasonal Availability,Style,Label Themes,Internal ID,Unique Entry ID
work boots,Pink,Pink,Black,Able Sisters,All Year,Cool,outdoorsy; theatrical; work,11245,jk3ExmQodg8c84doE
work boots,Yellow,Yellow,Black,Able Sisters,All Year,Cool,outdoorsy; theatrical; work,11246,amC72rwkxxLrYy5vv
work boots,White,White,Black,Able Sisters,All Year,Cool,outdoorsy; theatrical; work,11247,5m2NP7dcLbtght3Zq
work boots,Blue,Blue,Black,Able Sisters,All Year,Cool,outdoorsy; theatrical; work,11248,HWEKSWZAjZJdbfxvr
work boots,Green,Green,Black,Able Sisters,All Year,Cool,outdoorsy; theatrical; work,11249,CxP7jSJTTyeYwyBQs
work boots,Gray,Gray,Black,Able Sisters,All Year,Cool,outdoorsy; theatrical; work,11250,7CcCC33Hs28yeZsE4
wrestling shoes,Red,Red,White,Kicks,All Year,Active,sporty; work,5668,yAfdmgXZ2jHaPGwdC
wrestling shoes,Blue,Blue,White,Kicks,All Year,Active,sporty; work,10256,soxSEJioRf2gpa3Sz
wrestling shoes,Green,Green,White,Kicks,All Year,Active,sporty; work,10257,5aADX4xErrreMqNLc
wrestling shoes,Pink,Pink,White,Kicks,All Year,Active,sporty; work,10258,DibQyHP3eMLwvLuoj
wrestling shoes,Black,Black,White,Kicks,All Year,Active,sporty; work,10259,AH4NE2FJGLZC8gMtg
wrestling shoes,Yellow,Yellow,White,Kicks,All Year,Active,sporty; work,10260,FfBwW5d5L8tzyW6Dj
zap boots,White,White,Red,Kicks,All Year,Active,fairy tale; theatrical; work,5624,8rjzx96Avdzbq7hFv
zori,Black,Red,Black,Able Sisters,All Year,Elegant,everyday; formal; party,4734,3R4cnGLLNWRcKDekf
zori,Gold,Yellow,Yellow,Able Sisters,All Year,Elegant,everyday; formal; party,10969,FQetz9ANMJo6q6YMd
zori,Pink,Pink,Pink,Able Sisters,All Year,Elegant,everyday; formal; party,10970,3bC5rzWARy28xor2p
zori,Light pink,Pink,Beige,Able Sisters,All Year,Elegant,everyday; formal; party,10971,svEPR34GPmYRCe5kz
zori,Green,Green,Green,Able Sisters,All Year,Elegant,everyday; formal; party,10972,8ZYLPLudoxHWSBzEh
zori,White,Black,White,Able Sisters,All Year,Elegant,everyday; formal; party,10973,6w73ZozNHuWqmAfKj
zori,Aqua,White,Light blue,Able Sisters,All Year,Elegant,everyday; formal; party,10974,zTMWqRabE8s4dFwn4
zori,Red,Yellow,Red,Able Sisters,All Year,Elegant,everyday; formal; party,10975,yYoSq8oCcAp8wFLTz
